-3.82;-2.64;-6.33
-4.03;-2.68;-6.18
-4.24;-2.73;-6.12
-4.45;-2.71;-6.07
-4.63;-2.67;-6.06
-4.78;-2.69;-6.05
-4.93;-2.66;-6.15
-5.13;-2.64;-6.18
-5.29;-2.66;-6.26
-5.43;-2.64;-6.37
-5.47;-2.64;-6.45
-5.53;-2.66;-6.51
-5.56;-2.66;-6.56
-5.57;-2.66;-6.58
-5.59;-2.65;-6.58
-5.56;-2.61;-6.62
-5.58;-2.57;-6.56
-5.57;-2.51;-6.57
-5.54;-2.47;-6.55
-5.5;-2.4;-6.46
-5.46;-2.29;-6.43
-5.44;-2.23;-6.31
-5.38;-2.18;-6.2
-5.33;-2.1;-6.11
-5.28;-2.09;-5.92
-5.24;-2.08;-5.75
-5.21;-2.07;-5.63
-5.21;-2.11;-5.4
-5.18;-2.09;-5.21
-5.19;-2.07;-5.05
-5.17;-2.06;-4.84
-5.13;-2.04;-4.61
-5.12;-1.97;-4.39
-5.11;-1.95;-4.27
-5.06;-1.9;-4.07
-5.06;-1.82;-5.85
-5.05;-1.79;-3.79
-5.03;-1.76;-3.64
-5.03;-1.7;-3.52
-5;-1.64;-3.43
-5.01;-1.63;-3.31
-5;-1.54;-3.23
-4.98;-1.49;-3.19
-4.98;-1.44;-3.2
-4.91;-1.37;-3.18
-4.82;-1.31;-3.17
-4.76;-1.27;-3.18
-4.66;-1.25;-3.2
-4.61;-1.17;-3.18
-4.56;-1.11;-3.16
-4.5;-1.07;-3.16
-4.48;-0.95;-3.17
-4.47;-0.82;-3.19
-4.46;-0.73;-3.21
-4.5;-0.54;-3.21
-4.56;-0.44;-3.23
-4.63;-0.27;-3.26
-4.75;-0.11;-3.31
-4.87;-1.94;-3.32
-4.96;0.13;-3.33
-5.04;0.26;-3.34
-5.12;0.37;-3.34
-5.17;0.44;-3.27
-5.2;0.47;-3.26
-5.21;0.49;-3.18
-5.22;0.48;-3.11
-5.22;0.47;-3.01
-5.16;0.39;-2.94
-5.09;0.36;-2.83
-4.97;0.28;-2.73
-4.84;0.2;-2.66
-4.67;0.09;-2.59
-4.49;0.02;-2.54
-4.35;-0.05;-2.5
-4.06;-0.17;-2.48
-3.78;-0.22;-2.47
-3.48;-0.21;-2.49
-3.3;-0.21;-2.53
-2.95;-0.18;-2.56
-2.64;-0.17;-2.64
-2.28;-0.17;-2.69
-1.98;-0.23;-2.74
-1.69;-0.25;-2.84
-1.51;-0.29;-2.92
-1.21;-0.36;-3.08
-0.97;-0.38;-3.15
-0.77;-0.44;-3.28
-0.52;-0.46;-3.43
-0.27;-0.49;-3.52
-0.12;-0.5;-3.63
0.11;-0.53;-3.81
0.33;-0.54;-3.87
0.44;-0.48;-4.02
0.62;-0.44;-4.08
0.79;-0.36;-4.14
0.92;-0.32;-4.24
1.11;-0.22;-4.34
1.31;-0.18;-4.43
1.46;-0.11;-4.5
1.66;0.02;-4.64
1.87;0.14;-4.73
1.99;0.27;-4.83
2.19;0.37;-4.98
2.39;0.51;-5.09
2.55;0.57;-5.21
2.75;0.69;-5.36
2.97;0.81;-5.53
3.11;0.85;-5.62
3.24;0.94;-5.76
3.38;1.02;-3.94
3.5;1.05;-5.97
3.56;1.12;-6.09
3.63;1.18;-6.18
3.63;1.25;-6.25
3.66;1.31;-6.34
3.61;1.42;-6.41
3.55;1.49;-6.49
3.5;1.58;-6.53
3.37;1.66;-6.6
3.26;1.71;-6.6
3.11;1.72;-6.66
2.95;1.79;-6.66
2.76;1.83;-6.69
2.56;1.82;-6.71
2.39;1.77;-6.73
2.18;1.71;-6.73
1.99;1.63;-6.76
1.86;1.55;-6.75
1.69;1.44;-6.78
1.55;1.28;-6.81
1.42;1.2;-6.8
1.38;1.02;-6.84
1.33;0.82;-6.86
1.27;0.6;-6.95
1.27;0.44;-6.99
1.31;0.15;-7.12
1.33;-0.07;-7.19
1.35;-0.32;-7.35
1.4;-0.6;-7.43
1.44;-0.74;-7.57
1.47;-0.95;-7.67
1.53;-1.15;-7.89
1.58;-1.34;-7.96
1.57;-1.42;-8.11
1.62;-1.53;-8.29
1.63;-1.59;-8.47
1.63;-1.65;-8.64
1.64;-1.72;-8.79
1.63;-1.78;-8.96
1.6;-1.84;-9.17
1.51;-1.89;-9.35
1.47;-1.91;-9.5
1.34;-1.93;-9.67
1.23;-1.9;-9.92
1.13;-1.79;-10.29
0.95;-1.73;-10.56
0.88;-1.62;-11.07
0.73;-1.54;-11.56
0.6;-1.49;-12
0.42;-1.51;-12.28
0.31;-1.49;-12.47
0.11;-1.5;-12.73
0.1;-1.42;-12.82
1.95;-1.4;-12.89
-0.05;-1.37;-12.94
0;-1.28;-12.95
0.06;-1.3;-12.96
0.11;-1.29;-12.98
0.2;-1.31;-12.92
0.25;-1.32;-12.8
0.32;-1.45;-12.69
0.49;-1.61;-12.72
0.69;-1.69;-12.82
0.78;-1.76;-12.93
0.95;-1.83;-13.11
1.03;-1.93;-13.22
1.07;-1.97;-13.34
1.15;-2.02;-13.47
1.21;-2.08;-13.59
1.27;-2.09;-11.76
1.25;-2.07;-13.81
1.21;-2.02;-13.95
1.14;-1.95;-14.12
1.05;-1.9;-14.28
0.98;-1.85;-14.4
0.92;-1.85;-14.56
0.79;-1.73;-14.7
0.66;-1.62;-14.92
0.49;-1.53;-15.01
0.34;-1.47;-15.21
0.21;-1.37;-15.38
0.02;-1.32;-15.6
-0.13;-1.24;-15.79
-0.24;-1.2;-15.97
-0.4;-1.11;-16.18
-0.54;-1.1;-16.42
-0.68;-1.05;-16.67
-0.74;-0.99;-16.8
-0.75;-0.98;-17.05
-0.79;-0.89;-17.28
-0.78;-0.95;-17.52
-0.77;-0.95;-17.66
-0.75;-0.97;-17.91
-0.64;-0.98;-18.12
-0.49;-1.04;-18.38
-0.37;-1.05;-18.58
-0.26;-1.06;-18.74
-0.1;-1.08;-19.01
0.11;-1.11;-19.22
0.31;-1.14;-19.49
0.47;-1.18;-19.66
0.72;-1.21;-19.94
0.94;-1.24;-20.18
1.17;-1.31;-20.43
1.4;-1.34;-20.59
1.53;-1.41;-20.88
1.71;-1.53;-21.15
1.87;-1.61;-21.4
0.05;-1.64;-21.58
2.09;-1.76;-21.82
2.16;-1.83;-22.06
2.21;-1.95;-22.27
2.28;-2.11;-22.4
2.29;-2.15;-22.56
2.24;-2.28;-22.73
2.21;-2.39;-22.88
2.12;-2.47;-22.97
2.07;-2.54;-23.08
1.98;-2.63;-23.14
1.89;-2.73;-23.24
1.79;-2.82;-23.35
1.65;-2.86;-23.44
1.47;-2.93;-23.55
1.26;-3.04;-23.69
1.03;-3.11;-23.85
0.79;-3.18;-23.95
0.6;-3.24;-24.11
0.31;-3.36;-24.25
1.89;-3.4;-24.46
-0.42;-3.44;-24.59
-0.7;-3.52;-24.79
-1.14;-3.56;-25.02
-1.63;-3.6;-25.24
-0.15;-3.65;-25.4
-2.48;-3.68;-25.67
-3;-3.76;-25.92
-3.47;-3.71;-26.13
-2.02;-3.82;-26.33
-4.28;-3.86;-26.6
-4.69;-3.97;-26.82
-5.05;-4.08;-27.02
-5.37;-4.26;-27.17
-5.53;-4.4;-27.34
-5.77;-4.58;-27.4
-5.94;-4.79;-27.48
-6.04;-5.02;-27.5
-6.07;-5.18;-27.46
-6.05;-5.46;-27.4
-5.95;-5.76;-27.24
-5.8;-6.01;-27.06
-5.6;-6.21;-26.91
-5.44;-6.46;-26.64
-5.18;-6.69;-26.35
-4.85;-6.93;-26.06
-4.53;-7.07;-25.87
-4.33;-7.2;-25.51
-3.98;-7.33;-25.2
-3.66;-7.34;-24.85
-3.36;-7.37;-24.67
-3.15;-7.36;-24.34
-2.83;-7.36;-24.02
-2.59;-7.31;-23.76
-2.34;-7.27;-23.56
-2.18;-7.23;-23.32
-1.99;-7.15;-23.06
-1.84;-7.13;-22.85
-1.71;-7.07;-22.64
-1.64;-7.06;-22.51
-1.6;-7.02;-22.3
-1.56;-6.98;-22.06
-1.49;-6.94;-21.89
-1.46;-6.94;-21.75
-1.43;-6.9;-21.56
-1.35;-6.83;-21.39
-1.31;-6.73;-21.25
-1.24;-6.69;-21.15
-1.19;-6.59;-21.03
-1.08;-6.55;-20.95
-1.01;-6.56;-20.86
-0.94;-6.58;-20.85
-0.88;-6.56;-20.83
-0.8;-6.56;-20.85
-0.7;-6.57;-20.9
-0.59;-6.57;-20.93
-0.5;-6.58;-21
-0.38;-6.59;-21.11
-0.28;-6.65;-21.2
-0.15;-6.67;-21.34
-0.04;-6.65;-21.41
0.03;-6.65;-21.5
0.15;-6.63;-21.6
0.21;-6.6;-21.75
0.3;-6.56;-21.9
0.34;-6.55;-22
0.4;-6.58;-22.15
0.42;-6.59;-22.3
0.52;-6.56;-22.44
0.58;-6.56;-22.51
0.61;-6.56;-22.68
0.69;-6.44;-22.77
0.76;-6.4;-22.92
0.85;-6.38;-22.98
0.87;-6.34;-23.13
0.93;-6.28;-23.23
1.02;-6.22;-23.34
1.05;-6.24;-23.41
1.13;-6.25;-23.5
1.19;-6.25;-23.62
1.3;-6.24;-23.68
1.37;-6.21;-23.7
1.44;-6.19;-23.74
1.53;-6.15;-23.77
1.62;-6.09;-23.78
1.74;-6.08;-23.83
1.85;-6.05;-23.79
1.91;-6.06;-23.82
2.05;-6.02;-23.79
2.15;-5.99;-23.79
2.27;-5.95;-23.78
2.35;-5.85;-23.75
2.44;-5.76;-23.73
2.56;-5.63;-23.69
2.63;-5.55;-23.65
2.63;-5.44;-23.58
2.63;-5.28;-23.51
2.66;-5.14;-25.4
2.63;-5.02;-23.39
2.68;-4.92;-23.39
2.68;-4.79;-23.33
2.58;-4.68;-23.21
2.46;-4.6;-23.06
2.36;-4.56;-22.95
2.32;-4.5;-22.76
2.27;-4.45;-22.56
2.23;-4.34;-22.37
2.11;-4.29;-22.27
2.03;-4.18;-22.01
1.92;-4.07;-21.85
1.85;-4.06;-21.67
1.72;-4.05;-21.55
1.64;-4.02;-21.34
1.44;-3.95;-21.2
1.27;-3.95;-20.99
1.08;-3.94;-20.9
0.97;-3.98;-20.76
0.8;-4;-20.61
0.61;-4.01;-20.49
0.38;-4.04;-20.43
0.27;-4.05;-20.31
0.03;-4.15;-20.21
-0.14;-4.21;-20.13
-0.32;-4.26;-20.05
-0.45;-4.28;-19.91
-0.66;-4.32;-19.82
-0.84;-4.41;-19.73
-1.01;-4.47;-19.64
-1.16;-4.49;-19.56
-1.27;-4.53;-19.51
-1.42;-4.55;-19.42
-1.56;-4.53;-19.35
-1.63;-4.56;-19.31
-1.66;-4.6;-19.25
-1.68;-4.65;-19.18
-1.66;-4.69;-19.08
-1.67;-4.75;-19.06
-1.69;-4.75;-19
-1.74;-4.8;-18.92
-1.81;-4.76;-18.92
-1.86;-4.79;-18.87
-1.93;-4.77;-18.83
-1.99;-4.66;-18.73
-2.15;-4.54;-18.66
-2.3;-4.36;-18.56
-2.47;-4.24;-18.49
-2.61;-4.08;-18.37
-2.73;-3.91;-18.25
-2.82;-3.74;-18.14
-2.92;-3.6;-18.04
-3.02;-3.36;-17.95
-3.19;-3.26;-17.84
-3.31;-3.29;-17.67
-3.27;-3.31;-17.59
-3.26;-3.3;-17.41
-3.27;-3.66;-17.27
-3.37;-3.63;-17.09
-3.4;-3.59;-17.02
-3.39;-3.6;-16.91
-3.31;-3.54;-16.75
-3.31;-3.56;-16.57
-3.07;-3.6;-16.47
-2.96;-3.61;-16.27
-2.91;-3.6;-16.11
-2.83;-3.62;-15.93
-2.76;-3.63;-15.77
-2.67;-3.62;-15.65
-2.51;-3.64;-15.51
-2.42;-3.61;-15.37
-2.36;-3.58;-15.27
-2.34;-3.56;-15.22
-2.31;-3.5;-15.19
-2.31;-3.43;-15.12
-2.31;-3.31;-15.07
-2.34;-3.21;-15.06
-2.38;-3.04;-14.98
-2.44;-2.83;-14.98
-2.5;-2.63;-14.96
-2.58;-2.47;-14.92
-2.64;-2.35;-14.93
-2.7;-2.24;-14.92
-2.82;-2.12;-14.93
-2.89;-2.01;-14.91
-2.92;-1.97;-14.92
-2.98;-1.85;-14.85
-3.04;-1.79;-14.79
-3.04;-1.71;-14.73
-3.12;-1.66;-14.73
-3.08;-1.65;-14.63
-3.08;-1.64;-14.56
-3.05;-1.66;-14.53
-3.01;-1.67;-14.5
-2.96;-1.76;-14.43
-2.89;-1.8;-14.38
-2.78;-1.85;-14.31
-2.69;-1.88;-14.26
-2.65;-1.94;-14.22
-2.56;-2;-14.16
-2.5;-2.04;-14.12
-2.44;-2.08;-14.11
-2.37;-2.08;-14.08
-2.33;-2.08;-14.05
-2.28;-2.05;-14.05
-2.26;-2.05;-14.04
-2.27;-2.01;-14.04
-2.31;-1.92;-14
-2.37;-1.85;-14.01
-2.44;-1.78;-13.96
-2.5;-1.73;-13.93
-2.68;-1.53;-13.86
-2.77;-1.41;-13.76
-2.89;-1.32;-13.64
-3.05;-1.22;-13.53
-3.23;-1.08;-13.37
-3.34;-1.01;-13.26
-3.48;-0.86;-13.08
-3.62;-0.73;-12.86
-3.72;-0.67;-12.65
-3.82;-0.6;-12.44
-3.95;-0.52;-12.28
-4.06;-0.43;-12.03
-4.19;-0.34;-13.66
-4.27;-0.26;-11.58
-4.32;-0.14;-11.31
-4.37;-0.01;-11.05
-4.42;0.08;-10.84
-4.46;0.18;-10.73
-4.49;0.21;-10.51
-4.55;0.31;-10.38
-4.59;0.34;-10.18
-4.62;0.47;-10.11
-4.66;0.53;-9.95
-4.7;0.63;-9.82
-4.71;0.69;-9.68
-4.76;0.81;-9.59
-4.79;0.87;-9.46
-4.79;0.98;-9.34
-4.79;1.11;-9.24
-4.71;1.19;-9.14
-4.62;1.25;-9.06
-4.49;1.32;-8.96
-4.29;1.38;-8.84
-4.08;1.38;-8.73
-5.79;1.4;-8.65
-3.64;1.35;-8.55
-3.34;1.34;-8.47
-3.11;1.17;-8.38
-2.76;1.17;-8.27
-2.44;1.12;-8.2
-2.19;1.01;-8.12
-1.88;0.82;-8.02
-1.54;0.69;-7.93
-1.34;0.6;-7.89
-1.21;0.54;-7.76
-1.02;0.47;-7.63
-0.77;0.29;-7.53
-0.66;0.24;-7.44
-0.64;0.27;-7.32
-0.6;0.35;-7.15
-0.59;0.42;-7.03
-0.6;0.38;-6.89
-0.57;0.39;-6.79
-0.57;0.4;-6.71
-0.71;0.47;-6.6
-0.82;0.57;-6.49
-0.91;0.62;-6.44
-1.05;0.75;-6.28
-1.16;0.82;-6.2
-1.29;0.96;-6.04
-1.44;0.99;-5.97
-1.52;1.07;-5.78
-1.61;1.11;-5.65
-1.69;1.1;-5.48
-1.73;1.11;-5.39
-1.73;1.1;-5.22
-1.74;1.06;-5.08
-1.69;1.05;-4.9
-1.61;0.98;-4.79
-1.55;0.93;-4.63
-1.4;0.91;-4.47
-1.23;0.84;-4.31
-1.01;0.83;-4.18
-0.75;0.77;-4.1
-0.56;0.79;-3.99
-0.19;0.76;-5.85
0.16;0.73;-3.83
0.53;0.67;-3.79
0.78;0.63;-3.68
1.17;0.59;-3.63
1.52;0.56;-3.53
1.81;0.58;-3.5
2;0.62;-3.39
2.28;0.69;-3.33
2.53;0.78;-3.23
2.72;0.88;-3.23
2.86;0.92;-3.17
3.06;1.09;-3.11
3.15;1.17;-3.01
3.29;1.13;-2.94
3.37;1.12;-2.91
3.38;1.08;-2.86
3.33;1.01;-2.85
3.15;0.98;-2.8
3.07;0.89;-2.8
2.93;0.84;-2.82
2.79;0.81;-2.77
2.66;0.76;-2.75
2.5;0.67;-2.7
2.3;0.43;-2.66
2.19;0.22;-2.61
2.15;0.04;-2.59
2.09;-0.05;-2.56
1.96;-0.19;-2.5
1.85;-0.27;-2.46
1.74;-0.37;-2.44
1.67;-0.44;-2.36
1.53;-0.54;-2.35
1.48;-0.6;-2.27
1.4;-0.69;-2.24
1.34;-0.76;-2.17
1.32;-0.87;-2.1
1.39;-1.03;-2.03
1.42;-1.14;-1.93
1.53;-1.4;-1.89
1.6;-1.5;-1.82
1.68;-1.65;-1.77
1.74;-1.79;-1.71
1.78;-1.89;-1.63
1.79;-1.91;-1.58
1.8;-1.92;-1.54
1.78;-1.9;-1.53
1.73;-1.89;-1.51
1.73;-1.89;-1.5
1.73;-1.83;-1.47
1.69;-1.79;-1.47
1.68;-1.74;-1.47
1.62;-1.62;-1.46
1.56;-1.55;-1.49
1.55;-1.49;-1.47
1.5;-1.41;-1.5
1.45;-1.4;-1.5
1.41;-1.34;-1.48
1.37;-1.31;-1.5
1.3;-1.31;-1.48
1.25;-1.23;-1.44
1.18;-1.2;-1.42
1.1;-1.08;-1.38
1.04;-0.96;-1.4
0.89;-0.98;-1.34
0.83;-0.88;-1.33
0.81;-0.89;-1.3
0.78;-0.82;-1.26
0.73;-0.79;-1.26
0.66;-0.69;-1.25
0.57;-0.61;-1.25
0.47;-0.54;-1.29
0.41;-0.55;-1.27
0.27;-0.47;-1.32
0.17;-0.42;-1.34
-0.02;-0.33;-1.35
-0.2;-0.25;-1.32
-0.39;-0.16;-1.3
-0.57;-0.08;-1.28
-0.78;-0.04;-1.27
-0.93;-0.01;-1.21
-1.14;0.05;-1.19
-1.37;0.1;-1.12
-1.58;0.16;-1.05
-1.72;0.21;-1.03
-1.91;0.25;-0.92
-2.14;0.29;-0.85
-2.29;0.34;-0.76
-2.47;0.44;-0.7
-2.66;0.42;-0.6
-2.88;0.41;-0.44
-2.97;0.37;-0.29
-3.06;0.37;-0.19
-3.19;0.31;-0.04
-3.25;0.23;0.11
-3.44;0.24;0.26
-3.59;0.25;0.37
-3.61;0.26;0.43
-3.66;0.23;0.5
-3.69;0.15;0.56
-3.58;0.05;0.63
-3.58;0.01;0.68
-3.58;-0.04;0.71
-3.56;-0.11;0.71
-3.53;-0.18;0.73
-3.53;-0.21;0.73
-3.43;-0.19;0.69
-3.4;-0.21;0.66
-3.41;-0.23;0.66
-3.37;-0.21;0.62
-3.23;-0.18;0.6
-3.17;-0.17;0.56
-3.05;-0.16;0.54
-2.9;-0.13;0.49
-2.78;-0.09;0.46
-2.61;-0.05;0.45
-2.5;-0.05;0.43
-2.37;-0.02;0.44
-2.22;0.02;0.41
-2.05;0.11;0.41
-1.98;0.15;0.4
-1.89;0.25;0.4
-1.81;0.38;0.36
-1.69;0.53;0.31
-1.67;0.63;0.25
-1.54;0.8;0.18
-1.45;0.91;0.06
-1.34;1.04;1.95
-1.27;1.08;-0.11
-1.18;1.17;-0.18
-1.1;1.21;-0.28
-1.05;1.3;-0.37
-0.96;1.36;-0.43
-0.95;1.4;-0.53
-0.91;1.5;-0.6
-0.92;1.56;-0.66
-0.93;1.6;-0.72
-0.92;1.63;-0.73
-0.95;1.64;-0.77
-0.98;1.69;-0.81
-1.03;1.75;-0.81
-1.1;1.72;-0.81
-1.17;1.72;-0.84
-1.27;1.7;-0.87
-1.27;1.69;-0.89
-1.4;1.71;-0.95
-1.48;1.61;-0.97
-1.49;1.57;-1
-1.56;1.5;-1.09
-1.56;1.48;-1.12
-1.56;1.47;-1.11
-1.57;1.5;-1.11
-1.46;1.44;-1.14
-1.37;1.37;-1.15
-1.23;1.31;-1.2
-1.11;1.25;-1.25
-1.01;1.21;-1.31
-0.79;1.08;-1.4
-0.6;0.95;-1.45
-0.47;0.83;-1.55
-0.25;0.62;-1.68
-0.02;0.48;-1.72
0.12;0.35;-1.85
0.33;0.21;-1.96
0.51;0.05;-2.03
0.67;-0.08;-2.11
0.82;-0.09;-2.15
0.92;-0.12;-2.18
0.98;-0.12;-2.24
1.08;-0.08;-2.28
1.17;-1.95;-2.35
1.25;0.11;-2.37
1.31;0.18;-2.45
1.4;0.31;-2.52
1.45;0.43;-2.62
1.5;0.6;-2.74
1.55;0.72;-2.84
1.59;0.83;-2.97
1.62;0.98;-3.09
1.59;1.03;-3.2
1.6;1.11;-3.35
1.55;1.17;-3.51
1.53;1.23;-3.65
1.47;1.26;-3.73
1.46;1.3;-3.87
1.4;1.34;-3.98
1.34;1.31;-4.15
1.27;1.32;-4.31
1.25;1.28;-4.4
1.23;1.3;-4.53
1.22;1.27;-4.66
1.28;1.21;-4.8
1.38;1.18;-4.92
1.49;1.09;-5.03
1.66;1.02;-5.15
1.74;0.95;-5.24
1.95;0.83;-5.36
2.12;0.77;-5.43
2.34;0.63;-5.5
2.57;0.56;-5.56
2.78;0.46;-5.61
2.99;0.39;-5.67
3.25;0.36;-5.68
3.44;0.35;-5.67
3.66;0.35;-5.68
3.79;0.37;-5.66
1.98;0.43;-5.65
4.05;0.5;-5.64
4.1;0.64;-5.56
4.21;0.78;-5.48
4.21;0.97;-5.42
4.22;1.06;-5.37
4.24;1.17;-5.28
4.27;1.31;-5.19
4.26;1.41;-5.13
4.29;1.51;-5.01
4.37;1.56;-4.92
4.39;1.63;-4.76
4.4;1.63;-4.66
4.42;1.63;-4.6
4.44;1.61;-4.49
4.47;1.57;-4.38
4.5;1.5;-4.28
4.46;1.42;-4.27
4.44;1.46;-4.24
4.36;1.49;-4.22
4.14;1.51;-4.18
3.95;1.46;-4.11
3.83;1.3;-4.04
3.82;1.11;-3.93
3.77;0.95;-3.82
3.64;0.79;-3.72
3.47;0.77;-3.66
3.34;0.69;-3.56
3.13;0.64;-3.53
2.98;0.52;-3.52
2.85;0.44;-3.49
2.56;0.39;-3.5
2.4;0.27;-3.48
2.1;0.15;-3.51
1.79;0;-3.55
1.52;-0.14;-3.59
1.23;-0.24;-3.63
1;-0.37;-3.64
0.63;-0.56;-3.67
0.32;-0.79;-3.71
0.02;-0.89;-3.75
-0.28;-1.03;-3.82
-0.6;-1.12;-3.86
-0.92;-1.15;-1.99
-1.14;-1.21;-4.01
-1.44;-1.23;-4.1
-1.82;-1.27;-4.2
-2;-1.29;-4.26
-2.24;-1.34;-4.34
-2.53;-1.34;-4.43
-2.71;-1.37;-4.47
-2.95;-1.36;-4.54
-3.02;-1.37;-4.6
-3.14;-1.37;-4.65
